name_en,name_cn,name_pinyin,code,state_code,country_code,continent_code
Taipei,台北市,taipei,710100,710000,CN,AS
Kaohsiung,高雄市,gaoxiong,710200,710000,CN,AS
Keelung,基隆市,jilong,710300,710000,CN,AS
Taichung,台中市,taizhong,710400,710000,CN,AS
Tainan,台南市,tainan,710500,710000,CN,AS
Hsinchu,新竹市,xinzhu,710600,710000,CN,AS
Chiayi,嘉义市,jiayi,710700,710000,CN,AS
