name_en,name_cn,name_pinyin,code,state_code,country_code,continent_code
Changchun,长春市,changchun,220100,220000,CN,AS
Jilin,吉林市,jilin,220200,220000,CN,AS
Siping,四平市,siping,220300,220000,CN,AS
Liaoyuan,辽源市,liaoyuan,220400,220000,CN,AS
Tonghua,通化市,tonghua,220500,220000,CN,AS
Baishan,白山市,baishan,220600,220000,CN,AS
Songyuan,松原市,songyuan,220700,220000,CN,AS
Baicheng,白城市,baicheng,220800,220000,CN,AS
Yanbian,延边朝鲜族自治州,yanbian,222400,220000,CN,AS
