name_en,name_cn,name_pinyin,code,state_code,country_code,continent_code
Haikou,海口市,haikou,460100,460000,CN,AS
Sanya,三亚市,sanya,460200,460000,CN,AS
Sansha,三沙市,sansha,460300,460000,CN,AS
Danzhou,儋州市,danzhou,460400,460000,CN,AS
