code,name,name_ascii,geonameid,iso_state_id,id
CN.05.2224,Yanbian Chaoxianzu Zizhizhou,Yanbian Chaoxianzu Zizhizhou,2033525,CN.05,2224
CN.05.2205,Tonghua Shi,Tonghua Shi,2034413,CN.05,2205
CN.05.2203,Siping Shi,Siping Shi,2034711,CN.05,2203
CN.05.2204,Liaoyuan Shi,Liaoyuan Shi,2036107,CN.05,2204
CN.05.2202,Jilin Shi,Jilin Shi,2036499,CN.05,2202
CN.05.2206,Baishan Shi,Baishan Shi,2036646,CN.05,2206
CN.05.2201,Changchun Shi,Changchun Shi,2038176,CN.05,2201
CN.05.2208,Baicheng Shi,Baicheng Shi,2038567,CN.05,2208
CN.05.2207,Songyuan Shi,Songyuan Shi,6587798,CN.05,2207
