name_en,name_cn,name_pinyin,code,state_code,country_code,continent_code
Fuzhou,福州市,fuzhou,350100,350000,CN,AS
Xiamen,厦门市,xiamen,350200,350000,CN,AS
Putian,莆田市,putian,350300,350000,CN,AS
Sanming,三明市,sanming,350400,350000,CN,AS
Quanzhou,泉州市,quanzhou,350500,350000,CN,AS
Zhangzhou,漳州市,zhangzhou,350600,350000,CN,AS
Nanping,南平市,nanping,350700,350000,CN,AS
Longyan,龙岩市,longyan,350800,350000,CN,AS
Ningde,宁德市,ningde,350900,350000,CN,AS
