code,name,name_ascii,geonameid,iso,id,name_cn
BA.01,Federation of B&H,Federation of B&H,3229999,BA,01,波黑联邦
BA.02,Srpska,Srpska,3230000,BA,02,塞族共和国
BA.BRC,Brčko,Brcko,3294903,BA,BRC,布尔奇科特区
